% 1. Title: gcc output parameters
%
% 2. Sources: gem5 runs
@RELATION trainingSet

@ATTRIBUTE issueWidth	{1, 2, 4, 8}
@ATTRIBUTE l2Size	{64, 256, 1024}
@ATTRIBUTE l1Size	{16, 32, 64}
@ATTRIBUTE l1Assoc	{2, 4}
@ATTRIBUTE reorderBuffer	{0, 64, 128, 200}
@ATTRIBUTE intAlus	{1, 3, 6}
@ATTRIBUTE intMuls	{1, 2}
@ATTRIBUTE fp	{0, 1, 2}
@ATTRIBUTE executionModel	{0, 1}
@ATTRIBUTE performance	NUMERIC
@ATTRIBUTE intAccessR	NUMERIC
@ATTRIBUTE FPAccessR	NUMERIC
@ATTRIBUTE BranchAccessR	NUMERIC
@ATTRIBUTE DataAccessR	NUMERIC
@ATTRIBUTE DataFPKB	NUMERIC
@ATTRIBUTE InstFPKB	NUMERIC
@ATTRIBUTE OperandAvg	NUMERIC
@ATTRIBUTE RegPC	NUMERIC
@ATTRIBUTE DataReuseAvg	NUMERIC
@ATTRIBUTE 32InstReuse	NUMERIC
@ATTRIBUTE LargeReuse   NUMERIC

@DATA
8,256,32,2,200,3,2,1,0,1.1126,0.6649,0.0006,0.226,0.4072,15.7106,0.1713,1.6617,3.5357,4.2411,0.7891,0.0095
8,256,32,2,200,3,1,0,0,1.1122,0.6649,0.0006,0.226,0.4072,15.7106,0.1713,1.6617,3.5357,4.2411,0.7891,0.0095
8,256,32,2,200,3,1,2,0,1.1124,0.6649,0.0006,0.226,0.4072,15.7106,0.1713,1.6617,3.5357,4.2411,0.7891,0.0095
2,256,64,4,0,1,1,1,1,0.3846,0.6649,0.0006,0.226,0.4072,15.7106,0.1713,1.6617,3.5357,4.2411,0.7891,0.0095
2,256,32,2,0,3,1,1,1,0.3644,0.6649,0.0006,0.226,0.4072,15.7106,0.1713,1.6617,3.5357,4.2411,0.7891,0.0095
2,256,32,2,0,3,1,0,1,0.3639,0.6649,0.0006,0.226,0.4072,15.7106,0.1713,1.6617,3.5357,4.2411,0.7891,0.0095
2,256,64,4,0,3,1,1,1,0.3852,0.6649,0.0006,0.226,0.4072,15.7106,0.1713,1.6617,3.5357,4.2411,0.7891,0.0095
2,256,16,2,0,3,1,1,1,0.346,0.6649,0.0006,0.226,0.4072,15.7106,0.1713,1.6617,3.5357,4.2411,0.7891,0.0095
2,256,32,2,0,1,1,1,1,0.3634,0.6649,0.0006,0.226,0.4072,15.7106,0.1713,1.6617,3.5357,4.2411,0.7891,0.0095
2,1024,32,2,0,3,1,1,1,0.3724,0.6649,0.0006,0.226,0.4072,15.7106,0.1713,1.6617,3.5357,4.2411,0.7891,0.0095
2,64,32,2,0,3,1,1,1,0.3148,0.6649,0.0006,0.226,0.4072,15.7106,0.1713,1.6617,3.5357,4.2411,0.7891,0.0095
1,256,32,2,0,1,1,1,1,0.1979,0.6649,0.0006,0.226,0.4072,15.7106,0.1713,1.6617,3.5357,4.2411,0.7891,0.0095
1,256,64,4,0,1,1,1,1,0.2029,0.6649,0.0006,0.226,0.4072,15.7106,0.1713,1.6617,3.5357,4.2411,0.7891,0.0095
1,1024,32,2,0,1,1,1,1,0.2000,0.6649,0.0006,0.226,0.4072,15.7106,0.1713,1.6617,3.5357,4.2411,0.7891,0.0095
1,256,32,2,0,1,1,0,1,0.1977,0.6649,0.0006,0.226,0.4072,15.7106,0.1713,1.6617,3.5357,4.2411,0.7891,0.0095
1,256,16,2,0,1,1,1,1,0.1921,0.6649,0.0006,0.226,0.4072,15.7106,0.1713,1.6617,3.5357,4.2411,0.7891,0.0095
1,64,32,2,0,1,1,1,1,0.1821,0.6649,0.0006,0.226,0.4072,15.7106,0.1713,1.6617,3.5357,4.2411,0.7891,0.0095
4,256,32,2,0,3,1,0,1,0.431,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
8,64,32,2,128,3,1,1,0,1.1428,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
8,256,32,2,128,3,2,1,0,1.1429,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,256,64,4,128,3,1,1,0,1.0216,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
8,256,32,2,128,3,1,2,0,1.1551,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
8,256,64,4,128,3,1,1,0,1.172,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
2,256,32,2,0,3,2,1,1,0.2811,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
8,256,32,2,128,3,1,1,0,1.1429,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,256,32,2,200,3,1,1,0,0.9995,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,256,16,2,0,3,1,1,1,0.4857,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,256,32,2,0,3,2,1,1,0.5075,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
2,1024,32,2,0,3,1,1,1,0.2811,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,256,32,2,128,3,1,1,0,1.0,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
8,1024,32,2,128,3,1,1,0,1.1429,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
1,256,16,2,0,3,1,1,1,0.1398,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,1024,32,2,128,3,1,1,0,1.0,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
8,256,16,2,128,3,1,1,0,1.0338,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
1,64,32,2,0,3,1,1,1,0.1415,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
2,256,32,2,0,3,1,0,1,0.1259,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,64,32,2,0,3,1,1,1,0.5075,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,256,16,2,128,3,1,1,0,0.904,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
2,64,32,2,0,3,1,1,1,0.2811,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
2,256,32,2,0,3,1,1,1,0.2811,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
2,256,32,2,0,1,1,1,1,0.279,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
8,256,32,2,200,3,1,1,0,1.1426,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
8,256,32,2,128,3,1,0,0,0.8252,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
8,256,32,2,64,3,1,1,0,1.1398,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,256,32,2,64,3,1,1,0,1.0064,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,256,32,2,128,3,2,1,0,1.0,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,256,32,2,128,3,1,2,0,1.0027,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
1,256,64,4,0,3,1,1,1,0.142,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
1,256,32,2,0,3,1,0,1,0.1259,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
2,256,16,2,0,3,1,1,1,0.2743,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,256,32,2,0,3,1,2,1,0.5075,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,256,32,2,0,3,1,1,1,0.5075,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
1,1024,32,2,0,3,1,1,1,0.1415,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
2,256,64,4,0,3,1,1,1,0.2831,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,256,64,4,0,3,1,1,1,0.5129,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,64,32,2,128,3,1,1,0,1.0,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
1,256,32,2,0,3,1,1,1,0.1415,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,256,32,2,128,6,1,1,0,1.0043,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,1024,32,2,0,3,1,1,1,0.5075,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,256,32,2,128,3,1,0,0,0.7437,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,256,32,2,0,6,1,1,1,0.5075,0.6916,0.0192,0.226,0.3421,0.0589,0.0239,2.0872,0.1384,0.0175,0.8779,0.0
4,256,32,2,0,3,1,0,1,0.1819,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
8,64,32,2,128,3,1,1,0,1.1271,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
8,256,32,2,128,3,2,1,0,1.1889,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,64,4,128,3,1,1,0,1.0116,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
8,256,32,2,128,3,1,2,0,1.3443,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
8,256,64,4,128,3,1,1,0,1.2043,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
2,256,32,2,0,3,2,1,1,0.2463,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
8,256,32,2,128,3,1,1,0,1.1889,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,32,2,200,3,1,1,0,0.9995,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,16,2,0,3,1,1,1,0.4416,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,32,2,0,3,2,1,1,0.4562,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
2,1024,32,2,0,3,1,1,1,0.2467,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,32,2,128,3,1,1,0,1.0,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
8,1024,32,2,128,3,1,1,0,1.1895,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
1,256,16,2,0,3,1,1,1,0.1237,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,1024,32,2,128,3,1,1,0,1.0017,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
8,256,16,2,128,3,1,1,0,1.0934,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
1,64,32,2,0,3,1,1,1,0.1239,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
2,256,32,2,0,3,1,0,1,0.0614,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,64,32,2,0,3,1,1,1,0.4495,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,16,2,128,3,1,1,0,0.9259,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
2,64,32,2,0,3,1,1,1,0.2444,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
2,256,32,2,0,3,1,1,1,0.2463,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
8,256,32,2,200,3,1,1,0,1.1955,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
8,256,32,2,128,3,1,0,0,0.2802,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
8,256,32,2,64,3,1,1,0,1.169,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,32,2,64,3,1,1,0,1.01,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,32,2,128,3,2,1,0,1.0,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,32,2,128,3,1,2,0,1.0671,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
1,256,64,4,0,3,1,1,1,0.1249,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
1,256,32,2,0,3,1,0,1,0.0614,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
2,256,16,2,0,3,1,1,1,0.2419,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,32,2,0,3,1,2,1,0.4579,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,32,2,0,3,1,1,1,0.4562,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
1,1024,32,2,0,3,1,1,1,0.1248,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
2,256,64,4,0,3,1,1,1,0.247,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,64,4,0,3,1,1,1,0.4585,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,64,32,2,128,3,1,1,0,0.9596,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
1,256,32,2,0,3,1,1,1,0.1247,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,32,2,128,6,1,1,0,1.009,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,1024,32,2,0,3,1,1,1,0.4568,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,32,2,128,3,1,0,0,0.2364,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,32,2,200,3,1,1,1,0.4562,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,32,2,64,3,1,1,1,0.4562,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,32,2,0,6,1,1,1,0.4562,0.6586,0.0042,0.2163,0.4224,0.1055,0.0135,1.7134,3.5019,0.0161,0.9238,0.0
4,256,32,2,0,3,1,0,1,0.1178,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
8,64,32,2,128,3,1,1,0,1.0487,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
8,256,32,2,128,3,2,1,0,1.0968,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,256,64,4,128,3,1,1,0,1.0805,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
8,256,64,4,128,3,1,1,0,1.1403,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
2,256,32,2,0,3,2,1,1,0.2583,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
8,256,32,2,128,3,1,1,0,1.0968,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,256,32,2,200,3,1,1,0,1.0009,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,256,16,2,0,3,1,1,1,0.4347,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
2,1024,32,2,0,3,1,1,1,0.2587,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,256,32,2,128,3,1,1,0,1.0,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
8,1024,32,2,128,3,1,1,0,1.1003,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
1,256,16,2,0,3,1,1,1,0.1281,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,1024,32,2,128,3,1,1,0,1.004,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
8,256,16,2,128,3,1,1,0,1.0551,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
1,64,32,2,0,3,1,1,1,0.1326,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
2,256,32,2,0,3,1,0,1,0.0459,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,64,32,2,0,3,1,1,1,0.462,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,256,16,2,128,3,1,1,0,0.8727,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
2,64,32,2,0,3,1,1,1,0.2544,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
2,256,32,2,0,3,1,1,1,0.2583,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
2,256,32,2,0,1,1,1,1,0.2587,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
8,256,32,2,200,3,1,1,0,1.0964,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
8,256,32,2,128,3,1,0,0,0.1607,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
8,256,32,2,64,3,1,1,0,1.0862,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,256,32,2,64,3,1,1,0,0.9915,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,256,32,2,128,3,2,1,0,1.0,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,256,32,2,128,3,1,2,0,1.0702,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
1,256,64,4,0,3,1,1,1,0.1369,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
1,256,32,2,0,3,1,0,1,0.0459,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
2,256,16,2,0,3,1,1,1,0.2398,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,256,32,2,0,3,1,1,1,0.4746,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
1,1024,32,2,0,3,1,1,1,0.1338,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
2,256,64,4,0,3,1,1,1,0.269,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,256,64,4,0,3,1,1,1,0.4996,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,64,32,2,128,3,1,1,0,0.951,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
1,256,32,2,0,3,1,1,1,0.1337,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,1024,32,2,0,3,1,1,1,0.476,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,256,32,2,128,3,1,0,0,0.1434,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,256,32,2,200,3,1,1,1,0.4746,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,256,32,2,64,3,1,1,1,0.4746,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,256,32,2,0,6,1,1,1,0.4746,0.5204,0.3984,0.0565,0.2726,0.816,0.0075,1.5378,5.7841,0.2216,0.837,0.0003
4,256,32,2,0,3,1,0,1,0.2451,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
8,64,32,2,128,3,1,1,0,1.2192,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
8,256,32,2,128,3,2,1,0,1.2188,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
4,256,64,4,128,3,1,1,0,0.9999,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
8,256,32,2,128,3,1,2,0,1.2673,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
8,256,64,4,128,3,1,1,0,1.2189,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
2,256,32,2,0,3,2,1,1,0.3363,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
8,256,32,2,128,3,1,1,0,1.2188,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
4,256,32,2,200,3,1,1,0,1.0007,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
4,256,16,2,0,3,1,1,1,0.5369,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
4,256,32,2,0,3,2,1,1,0.5367,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
2,1024,32,2,0,3,1,1,1,0.3363,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
4,256,32,2,128,3,1,1,0,1.0,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
8,1024,32,2,128,3,1,1,0,1.2196,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
1,256,16,2,0,3,1,1,1,0.1893,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
4,1024,32,2,128,3,1,1,0,1.0004,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
8,256,16,2,128,3,1,1,0,1.2192,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
1,64,32,2,0,3,1,1,1,0.1892,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
4,64,32,2,0,3,1,1,1,0.5368,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
4,256,16,2,128,3,1,1,0,1.0003,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
2,64,32,2,0,3,1,1,1,0.3363,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
2,256,32,2,0,3,1,1,1,0.3363,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
2,256,32,2,0,1,1,1,1,0.3367,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
8,256,32,2,200,3,1,1,0,1.2586,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
8,256,32,2,128,3,1,0,0,0.3872,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
8,256,32,2,64,3,1,1,0,1.0127,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
4,256,32,2,64,3,1,1,0,0.926,0.596,0.3065,0.0616,0.3548,114.5862,0.0036,1.7374,3.5606,36.5424,0.9276,0.0697
