4,256,32,2,0,3,1,0,1,0.1879,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
8,64,32,2,128,3,1,1,0,1.2635,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
8,256,32,2,128,3,2,1,0,1.2766,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,256,64,4,128,3,1,1,0,1.0461,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
8,256,32,2,128,3,1,2,0,1.3091,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
8,256,64,4,128,3,1,1,0,1.3565,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
2,256,32,2,0,3,2,1,1,0.2254,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
8,256,32,2,128,3,1,1,0,1.2766,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,256,32,2,200,3,1,1,0,0.9999,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,256,16,2,0,3,1,1,1,0.4114,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,256,32,2,0,3,2,1,1,0.4212,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
2,1024,32,2,0,3,1,1,1,0.2254,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,256,32,2,128,3,1,1,0,1.0,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
8,1024,32,2,128,3,1,1,0,1.2766,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
1,256,16,2,0,3,1,1,1,0.1102,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,1024,32,2,128,3,1,1,0,1.0,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
8,256,16,2,128,3,1,1,0,1.2106,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
1,64,32,2,0,3,1,1,1,0.1108,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
2,256,32,2,0,3,1,0,1,0.0613,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,64,32,2,0,3,1,1,1,0.4198,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
4,256,16,2,128,3,1,1,0,0.9603,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
2,64,32,2,0,3,1,1,1,0.225,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
2,256,32,2,0,3,1,1,1,0.2254,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
2,256,32,2,0,1,1,1,1,0.225,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
8,256,32,2,200,3,1,1,0,1.2804,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
8,256,32,2,128,3,1,0,0,0.3151,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
8,256,32,2,64,3,1,1,0,1.2142,1.6764,0.8058,0.3262,0.2125,0.0753,97.0625,68.125,1.6359,43.7173,53.9683,0.8971,0.0
