4,256,32,2,0,3,1,0,1,0.667,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
8,64,32,2,128,3,1,1,0,1.1805,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
8,256,32,2,128,3,2,1,0,1.19,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
4,256,64,4,128,3,1,1,0,1.0124,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
8,256,32,2,128,3,1,2,0,1.19,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
8,256,64,4,128,3,1,1,0,1.1999,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
2,256,32,2,0,3,2,1,1,0.46,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
8,256,32,2,128,3,1,1,0,1.19,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
4,256,32,2,200,3,1,1,0,1.0001,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
4,256,16,2,0,3,1,1,1,0.6563,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
4,256,32,2,0,3,2,1,1,0.667,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
2,1024,32,2,0,3,1,1,1,0.4613,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
4,256,32,2,128,3,1,1,0,1.0,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
8,1024,32,2,128,3,1,1,0,1.1961,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
1,256,16,2,0,3,1,1,1,0.2626,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
4,1024,32,2,128,3,1,1,0,1.0059,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
8,256,16,2,128,3,1,1,0,1.1706,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
1,64,32,2,0,3,1,1,1,0.2641,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
2,256,32,2,0,3,1,0,1,0.2651,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
4,64,32,2,0,3,1,1,1,0.6628,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
4,256,16,2,128,3,1,1,0,0.9764,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
2,64,32,2,0,3,1,1,1,0.458,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
2,256,32,2,0,3,1,1,1,0.46,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
2,256,32,2,0,1,1,1,1,0.4573,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
8,256,32,2,200,3,1,1,0,1.1902,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
8,256,32,2,128,3,1,0,0,1.19,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
8,256,32,2,64,3,1,1,0,1.18,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
4,256,32,2,64,3,1,1,0,1.0043,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
4,256,32,2,128,3,2,1,0,1.0,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
4,256,32,2,128,3,1,2,0,1.0,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
1,256,64,4,0,3,1,1,1,0.2663,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
1,256,32,2,0,3,1,0,1,0.2651,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
2,256,16,2,0,3,1,1,1,0.4553,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
4,256,32,2,0,3,1,2,1,0.667,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
4,256,32,2,0,3,1,1,1,0.667,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
1,1024,32,2,0,3,1,1,1,0.2657,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
2,256,64,4,0,3,1,1,1,0.4623,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
4,256,64,4,0,3,1,1,1,0.6724,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
4,64,32,2,128,3,1,1,0,0.9901,0.7202,0.0,0.2499,0.4169,20.9082,0.0022,2.204,1.8401,91.0068,0.6047,0.2252
